CALL_SIGN,VESSEL_NAME,SHIP_TYPE,ETA_TIME,FLAG,LAST_PORT,AGENT_NAME,PASI
9V7852,WAN HAI 367,CONTAINER,2025/05/17 12:00,SINGAPORE,"NANSHA, PANYU",HYALINE SHIPPING (HK) CO LTD,RCVD
VREB4,CHEMITEC,"TANKER (CRUDE,FUEL,DIESEL,LUB)",2025/05/17 12:00,"HONG KONG, CHINA",GUANGZHOU,GRANDFAME SHIP MANAGEMENT LTD,RCVD
VRIJ5,SITC INCHON,CONTAINER,2025/05/17 13:00,"HONG KONG, CHINA","NANSHA, PANYU",SITC SHIPPING AGENCY (HK) COMPANY LIMITED,RCVD
OZUU2,ADRIAN MAERSK ,CONTAINER,2025/05/17 13:00,DENMARK,"SHANGHAI, SH",TRANSIT AGENT,RCVD
VRKS6,SITC LIANYUNGANG,CONTAINER,2025/05/17 13:00,"HONG KONG, CHINA",HAIPHONG,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,RCVD
5LFU8,WAN HAI 178,CONTAINER,2025/05/17 13:30,LIBERIA,"SHEKOU, SHENZHEN",HYALINE SHIPPING (HK) CO LTD,RCVD
3E5084,WIND ARROW,GENERAL / HEAVY LIFT CARGO,2025/05/17 13:30,PANAMA,"SHEKOU, SHENZHEN",NS UNITED SHIPPING (HK) CO LIMITED,RCVD
C4GS2,AGIOS IOANNIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/17 14:00,CYPRUS,OPEN SEA,"UNITRANS AGENCY HONG KONG CO., LIMITED",RCVD
HO3256,KMTC NAGOYA,CONTAINER,2025/05/17 14:30,PANAMA,"SHEKOU, SHENZHEN",KMTC (HK) CO LIMITED,RCVD
5LPS6,HMM AMETHYST,CONTAINER,2025/05/17 15:00,LIBERIA,KAOHSIUNG,HMM (HONG KONG) LIMITED,RCVD
D7GH,HEUNG- A YOUNG,CONTAINER,2025/05/17 15:00,REPUBLIC OF KOREA,INCHEON,KONG HING AGENCY LTD,RCVD
5LID5,MSC MAKALU III,CONTAINER,2025/05/17 15:30,LIBERIA,"SHANTOU, GD",MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,RCVD
D5YI9,KMTC DALIAN,CONTAINER,2025/05/17 16:00,LIBERIA,HO CHI MINH CITY,KMTC (HK) CO LIMITED,RCVD
D5DI2,MINOAN FLAME,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/17 16:00,LIBERIA,"NANSHA, PANYU",SHK AGENCY LIMITED,RCVD
D5WN3,JULIE,CONTAINER,2025/05/17 16:00,LIBERIA,DAVAO,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,RCVD
5LPF3,ZIM CONDOR,CONTAINER,2025/05/17 17:00,LIBERIA,"XIAMEN, FJ",ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,RCVD
3ECL8,ASIAN EXPLORER,RORO/REEFER CARRIER,2025/05/17 17:00,PANAMA,NAGOYA,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,RCVD
3E6905,FUNENG 1,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/17 17:00,PANAMA,SHIMIZU,CGW LOGISTICS CO LIMITED,RCVD
3EEF9,EVER CROWN,CONTAINER,2025/05/17 18:00,PANAMA,"ZHANJIANG, GD",EVERGREEN MARINE (HONG KONG) LTD,RCVD
V7AM3,MIYAMA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/17 18:00,MARSHALL ISLANDS,"QINZHOU, GX",MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,RCVD
BPBO,XIN SHAN TOU,CONTAINER,2025/05/17 18:00,CHINA,YANGPU,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,RCVD
FNXL,ECOMAR GUYENNE,CHEMICAL,2025/05/17 19:00,FRANCE,"HUANGPU, GD",WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,RCVD
9V8571,CNC JAWA,CONTAINER,2025/05/17 19:00,SINGAPORE,LAEM CHABANG,CMA CGM ASIA SHIPPING PTE. LTD.,RCVD
V7GN7,SAN FELIPE,CONTAINER,2025/05/17 19:00,MARSHALL ISLANDS,"NINGBO, ZJ",TRANSIT AGENT,RCVD
BPXB8,HONG DA 27,CHEMICAL,2025/05/17 19:00,CHINA,"OTHER, INDONESIA",CGW LOGISTICS CO LIMITED,RCVD
9V7384,WAN HAI 355,CONTAINER,2025/05/17 19:00,SINGAPORE,"SHANTOU, GD",HYALINE SHIPPING (HK) CO LTD,RCVD
VRVG8,OOCL PIRAEUS,CONTAINER,2025/05/17 19:00,"HONG KONG, CHINA","YANTIAN, SHENZHEN",OOCL HONG KONG BRANCH,RCVD
VRNL8,SEASPAN BREEZE,CONTAINER,2025/05/17 20:00,"HONG KONG, CHINA",OAKLAND,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,RCVD
5LGW8,DEAR PANEL,CONTAINER,2025/05/17 20:00,LIBERIA,LAEM CHABANG,OOCL HONG KONG BRANCH,RCVD
9V5904,ALS VESTA,CONTAINER,2025/05/17 20:30,SINGAPORE,PORT KLANG,OOCL HONG KONG BRANCH,RCVD
VRUN9,SHENG AN,CONTAINER,2025/05/17 21:00,"HONG KONG, CHINA",DAVAO,CMA CGM ASIA SHIPPING PTE. LTD.,RCVD
5LNU2,SEA STAR 1,CONTAINER,2025/05/17 21:00,LIBERIA,DANANG,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,RCVD
V7A5513,SAWASDEE XIAMEN,CONTAINER,2025/05/17 22:00,MARSHALL ISLANDS,"NANSHA, PANYU",SINOKOR HONGKONG CO LIMITED,
3EKU2,GLORIOUS PEONY,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/17 22:30,PANAMA,"OTHER, VIETNAM",WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,RCVD
3ECW5,HE YUAN,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/17 23:00,PANAMA,GUANGZHOU,SGS HONG KONG LIMITED,RCVD
V3NT9,SHUN KAI HONG,GENERAL / HEAVY LIFT CARGO,2025/05/17 23:00,BELIZE,"DONGGUAN, GD",E & M AGENCY LIMITED,RCVD
D5CF6,GSL VINIA,CONTAINER,2025/05/17 23:30,LIBERIA,"NINGBO, ZJ",SINOTRANS (HK) SHIPPING LTD,RCVD
D7IG,QINGDAO TRADER,CONTAINER,2025/05/17 23:30,REPUBLIC OF KOREA,HAIPHONG,SINOKOR HONGKONG CO LIMITED,RCVD
3E7557,BRIGHT TSUBAKI,CONTAINER,2025/05/18 00:00,PANAMA,"OTHER, VIETNAM",OOCL HONG KONG BRANCH,RCVD
3E7638,HONG DA XIN 758,CONTAINER,2025/05/18 00:00,PANAMA,"ZHUHAI, GD",CONCORD MARINE LIMITED,RCVD
9V8968,WAN HAI 105,CONTAINER,2025/05/18 00:01,SINGAPORE,"HUANGPU, GD",HYALINE SHIPPING (HK) CO LTD,RCVD
9V7268,MAERSK NACALA,CONTAINER,2025/05/18 00:01,SINGAPORE,"NANSHA, PANYU",TRANSIT AGENT,RCVD
V7BT3,BRYANT,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 01:00,MARSHALL ISLANDS,GLADSTONE,SHING FUNG SHIPPING AGENCY CO. LIMITED,RCVD
D8AG,ASIAN GRACE,CHEMICAL,2025/05/18 02:00,REPUBLIC OF KOREA,KERTEH,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,RCVD
VRWL3,OCEAN CHANGXI,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 02:00,"HONG KONG, CHINA","OTHER, RUSSIAN",P. M. S. HONG KONG LIMITED,RCVD
VRUQ7,OOCL ITALY,CONTAINER,2025/05/18 03:00,"HONG KONG, CHINA","XIAMEN, FJ",OOCL HONG KONG BRANCH,RCVD
3E7483,OCEANA ROSE,GENERAL / HEAVY LIFT CARGO,2025/05/18 04:00,PANAMA,HONGAI,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,RCVD
5BQC4,CAPE FORTIUS,CONTAINER,2025/05/18 04:00,CYPRUS,MANILA,OOCL HONG KONG BRANCH,
9V5307,INTERASIA ADVANCE,CONTAINER,2025/05/18 04:30,SINGAPORE,QINGDAO,HYALINE SHIPPING (HK) CO LTD,
BSIB2,ZHONG GU XIONG AN,CONTAINER,2025/05/18 05:00,CHINA,"LIANYUNGANG, JS",T.S. LINES LIMITED,RCVD
E6VG2,GLORY 3,TUG,2025/05/18 06:00,NIUE,SIBU,WINBO SHIPPING LTD,
VRBJ9,SEASPAN BRISBANE,CONTAINER,2025/05/18 06:00,"HONG KONG, CHINA",KAOHSIUNG,EVERGREEN MARINE (HONG KONG) LTD,RCVD
S6TJ,KOTA RUKUN,CONTAINER,2025/05/18 07:00,SINGAPORE,"XIAMEN, FJ",PACIFIC INTERNATIONAL LINES (HK) LTD,RCVD
9HA5176,ALESSANDRA M,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 08:00,MALTA,BANJARMASIN,MEGATOP AGENCY LIMITED,RCVD
5BQR6,NORDATLANTIC,CONTAINER,2025/05/18 08:00,CYPRUS,HAIPHONG,PENAVICO (HONG KONG) LIMITED,RCVD
3E2790, HUA XIANG 936,CONTAINER,2025/05/18 08:00,PANAMA,"NINGBO, ZJ",CMA CGM ASIA SHIPPING PTE. LTD.,
9VJJ6,WAN HAI 508,CONTAINER,2025/05/18 08:30,SINGAPORE,"NINGBO, ZJ",HYALINE SHIPPING (HK) CO LTD,RCVD
2FRK8,EVER LEADING,CONTAINER,2025/05/18 09:00,UNITED KINGDOM OF GREAT BRITAIN,"NINGBO, ZJ",EVERGREEN MARINE (HONG KONG) LTD,RCVD
9LU2470,TAI ZE XING 77,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 09:00,SIERRA LEONE,KASHIMA,E & M AGENCY LIMITED,RCVD
ZCDU9,PIANO LAND,PASSENGER,2025/05/18 09:00,BERMUDA,"OTHER, JAPAN",LEAGUER SHIPPING LIMITED,RCVD
BG3702,HAE FA NO 26,FISHING,2025/05/18 09:30,"TAIWAN, CHINA",KAOHSIUNG,ISM SHIPPING AGENT COMPANY,
V7A5829,ANDONIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 10:00,MARSHALL ISLANDS,SINGAPORE,CONCORD MARINE LIMITED,RCVD
VRME3,COSCO WELLINGTON,CONTAINER,2025/05/18 12:00,"HONG KONG, CHINA","XIAMEN, FJ",COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,
3E5336,OCEANWIN GLORY,GENERAL / HEAVY LIFT CARGO,2025/05/18 12:00,PANAMA,"OTHER, VIETNAM",EVER WIN INTERNATIONAL SHIPPING CO. LIMITED,RCVD
3EWP7,GLOBAL VENUS,CHEMICAL,2025/05/18 12:00,PANAMA,NAN SHA,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,RCVD
9V9064,VAN HANNAH,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 12:00,SINGAPORE,"YANGJIANG, GD",SK SHIPPING LIMITED,RCVD
9V9752,YM CELEBRITY,CONTAINER,2025/05/18 12:00,SINGAPORE,LAEM CHABANG,YANG MING LINE (HONG KONG) LTD,RCVD
A8ZM3,FPMC B 106,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 12:30,LIBERIA,"OTHER, VIETNAM","UNITRANS AGENCY HONG KONG CO., LIMITED",RCVD
VRWH3,MILD ROSE,CONTAINER,2025/05/18 13:00,"HONG KONG, CHINA","NINGBO, ZJ","UNITRANS AGENCY HONG KONG CO., LIMITED",RCVD
D7KU,PAN MUTIARA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,2025/05/18 13:00,REPUBLIC OF KOREA,GLADSTONE,BEN LINE AGENCIES (HK) LTD,RCVD
9V6988,MAERSK VALENCIA,CONTAINER,2025/05/18 13:00,SINGAPORE,"NINGBO, ZJ",TRANSIT AGENT,RCVD
3E2578,WENZHOU STAR,CHEMICAL,2025/05/18 18:00,PANAMA,"ZHUHAI, GD",CGW LOGISTICS CO LIMITED,RCVD
